fips,PST045212,PST040210,PST120212,POP010210,LND110210,POP060210
31057,2021,2008,0.6,2008,919.68,2.2
31059,5771,5890,-2,5890,575.37,10.2
31061,3188,3225,-1.1,3225,575.82,5.6
31063,2741,2756,-0.5,2756,974.59,2.8
31065,4907,4959,-1,4959,719.13,6.9
31067,21806,22311,-2.3,22311,851.49,26.2
31069,1953,2057,-5.1,2057,1704.28,1.2
31071,2007,2049,-2,2049,569.79,3.6
31073,2029,2044,-0.7,2044,458.16,4.5
31075,629,614,2.4,614,776.22,0.8
31077,2458,2538,-3.2,2538,569.81,4.5
31079,60345,58607,3,58607,546.29,107.3
31081,9011,9124,-1.2,9124,542.88,16.8
31083,3410,3423,-0.4,3423,553.47,6.2
31085,953,967,-1.4,967,713.06,1.4
31087,2887,2908,-0.7,2908,709.94,4.1
31089,10396,10435,-0.4,10435,2412.4,4.3
31091,727,736,-1.2,736,721.12,1
31093,6336,6274,1,6274,569.34,11
31095,7521,7547,-0.3,7547,570.19,13.2
31097,5140,5217,-1.5,5217,376.05,13.9
31099,6485,6489,-0.1,6489,516.24,12.6
31101,8220,8368,-1.8,8368,1061.6,7.9
31103,804,824,-2.4,824,773.07,1.1
31105,3783,3821,-1,3821,951.85,4
31107,8573,8701,-1.5,8701,1108.35,7.9
31109,293407,285407,2.8,285407,837.55,340.8
31111,36099,36288,-0.5,36288,2564.07,14.2
31113,765,763,0.3,763,570.66,1.3
31115,589,628,-6.2,632,568.29,1.1
31117,509,539,-5.6,539,858.98,0.6
31119,35031,34876,0.4,34876,572.74,60.9
31121,7780,7845,-0.8,7845,484.88,16.2
31123,4889,5042,-3,5042,1423.84,3.5
31125,3715,3735,-0.5,3735,441.63,8.5
31127,7154,7248,-1.3,7248,407.38,17.8
31129,4438,4500,-1.4,4500,575.16,7.8
31131,15747,15740,0,15740,615.63,25.6
31133,2765,2773,-0.3,2773,431.08,6.4
31135,2931,2970,-1.3,2970,883.34,3.4
31137,9215,9188,0.3,9188,539.79,17
31139,7166,7266,-1.4,7266,573.25,12.7
31141,32681,32237,1.4,32237,674.06,47.8
31143,5320,5406,-1.6,5406,438.35,12.3
31145,10975,11055,-0.7,11055,716.99,15.4
31147,8290,8363,-0.9,8363,551.84,15.2
31149,1376,1528,-9.9,1526,1008.32,1.5
31151,14557,14200,2.5,14200,574.02,24.7
31153,165853,158840,4.4,158840,238.99,664.6
31155,20823,20780,0.2,20780,750.23,27.7
31157,36964,36970,0,36970,739.4,50
31159,16935,16750,1.1,16750,571.43,29.3
31161,5319,5469,-2.7,5469,2440.86,2.2
31163,3108,3152,-1.4,3152,565.83,5.6
31165,1315,1311,0.3,1311,2066.74,0.6
31167,6089,6129,-0.7,6129,427.95,14.3
31169,5134,5228,-1.8,5228,573.81,9.1
31171,676,647,4.5,647,713.24,0.9
31173,7020,6940,1.2,6940,393.58,17.6
31175,4229,4260,-0.7,4260,568.05,7.5
31177,20252,20234,0.1,20234,389.96,51.9
31179,9554,9595,-0.4,9595,442.92,21.7
31181,3725,3812,-2.3,3812,574.91,6.6
31183,805,818,-1.6,818,575.18,1.4
31185,13746,13665,0.6,13665,572.51,23.9
32000,2758931,2700552,2.2,2700551,109781.18,24.6
32001,24375,24877,-2,24877,4930.46,5
32003,2000759,1951269,2.5,1951269,7891.43,247.3
32005,46996,46997,0,46997,709.72,66.2
32007,51216,48818,4.9,48818,17169.83,2.8
32009,775,783,-1,783,3581.88,0.2
32011,2001,1987,0.7,1987,4175.68,0.5
32013,17048,16529,3.1,16528,9640.76,1.7
32015,5941,5775,2.9,5775,5490.11,1.1
32017,5405,5345,1.1,5345,10633.2,0.5
32019,51327,51980,-1.3,51980,2001.19,26
32021,4653,4772,-2.5,4772,3752.84,1.3
32023,42963,43946,-2.2,43946,18181.92,2.4
32027,6749,6753,-0.1,6753,6036.56,1.1
32029,3935,4010,-1.9,4010,262.92,15.3
32031,429908,421407,2,421407,6302.37,66.9
32033,10042,10030,0.1,10030,8875.65,1.1
32510,54838,55274,-0.8,55274,144.66,382.1
33000,1320718,1316469,0.3,1316470,8952.65,147
33001,60327,60088,0.4,60088,400.23,150.1
33003,47567,47820,-0.5,47818,931.06,51.4
33005,76851,77117,-0.3,77117,706.66,109.1
33007,32096,33052,-2.9,33055,1794.69,18.4
33009,89181,89118,0.1,89118,1708.75,52.2
33011,402922,400721,0.5,400721,876.14,457.4
33013,146761,146445,0.2,146445,934.12,156.8
33015,297820,295223,0.9,295223,694.72,425
33017,124119,123143,0.8,123143,368.98,333.7
33019,43074,43742,-1.5,43742,537.31,81.4
34000,8864590,8791898,0.8,8791894,7354.22,1195.5
34001,275422,274549,0.3,274549,555.7,494.1
34003,918888,905116,1.5,905116,233.01,3884.5
34005,451336,448731,0.6,448734,798.58,561.9
34007,513539,513666,0,513657,221.26,2321.5
34009,96304,97265,-1,97265,251.43,386.9
34011,157785,156898,0.6,156898,483.7,324.4
34013,787744,783969,0.5,783969,126.21,6211.5
34015,289586,288288,0.5,288288,322.01,895.3
34017,652302,634266,2.8,634266,46.19,13731.4
34019,127050,128349,-1,128349,427.82,300
34021,368303,366511,0.5,366513,224.56,1632.2
34023,823041,809862,1.6,809858,308.91,2621.6
34025,629384,630378,-0.2,630380,468.79,1344.7
34027,497999,492279,1.2,492276,460.18,1069.8
34029,580470,576565,0.7,576567,628.78,917
34031,502885,501224,0.3,501226,184.59,2715.3
34033,65774,66083,-0.5,66083,331.9,199.1
34035,327707,323438,1.3,323444,301.81,1071.7
34037,147442,149270,-1.2,149265,519.01,287.6
34039,543976,536499,1.4,536499,102.86,5216.1
34041,107653,108692,-1,108692,356.92,304.5
35000,2085538,2059180,1.3,2059179,121298.15,17
35001,673460,662564,1.6,662564,1160.83,570.8
35003,3658,3725,-1.8,3725,6923.69,0.5
35005,65784,65645,0.2,65645,6065.28,10.8
35006,27334,27213,0.4,27213,4539.48,6
35007,13223,13750,-3.8,13750,3758.06,3.7
35009,49938,48376,3.2,48376,1404.8,34.4
35011,1927,2022,-4.7,2022,2322.62,0.9
35013,214445,209234,2.5,209233,3807.51,55
35015,54419,53829,1.1,53829,4175.73,12.9
35017,29388,29514,-0.4,29514,3961.63,7.4
35019,4603,4687,-1.8,4687,3030.48,1.5
35021,707,695,1.7,695,2125.44,0.3
35023,4794,4894,-2,4894,3436.86,1.4
35025,66338,64727,2.5,64727,4390.93,14.7
35027,20309,20497,-0.9,20497,4831.09,4.2
35028,18159,17950,1.2,17950,109.17,164.4
35029,25041,25095,-0.2,25095,2965.19,8.5
35031,73016,71492,2.1,71492,5449.81,13.1
35033,4705,4881,-3.6,4881,1931.27,2.5
35035,66041,63797,3.5,63797,6613.21,9.6
35037,8769,9041,-3,9041,2874.35,3.1
35039,40318,40247,0.2,40246,5860.84,6.9
35041,20419,19846,2.9,19846,2447.43,8.1
35043,135588,131561,3.1,131561,3710.65,35.5
35045,128529,130044,-1.2,130044,5513.07,23.6
35047,28891,29393,-1.7,29393,4715.82,6.2
35049,146375,144169,1.5,144170,1909.41,75.5
35051,11895,11988,-0.8,11988,4178.96,2.9
35053,17603,17864,-1.5,17866,6646.68,2.7
35055,32779,32937,-0.5,32937,2203.11,15
35057,16021,16383,-2.2,16383,3344.85,4.9
35059,4431,4549,-2.6,4549,3823.74,1.2
35061,76631,76571,0.1,76569,1066.18,71.8
36000,19570261,19378104,1,19378102,47126.4,411.2
36001,305455,304206,0.4,304204,522.8,581.9
36003,48357,48946,-1.2,48946,1029.31,47.6
36005,1408473,1385108,1.7,1385108,42.1,32903.6
36007,198060,200600,-1.3,200600,705.77,284.2
36009,79458,80317,-1.1,80317,1308.35,61.4
36011,79552,80026,-0.6,80026,691.58,115.7
36013,133539,134905,-1,134905,1060.23,127.2
36015,88911,88830,0.1,88830,407.35,218.1
36017,49933,50479,-1.1,50477,893.55,56.5
36019,81654,82128,-0.6,82128,1037.85,79.1
36021,62499,63096,-0.9,63096,634.71,99.4
36023,49474,49336,0.3,49336,498.76,98.9
36025,47276,47989,-1.5,47980,1442.44,33.3
36027,297322,297474,-0.1,297488,795.63,373.9
36029,919086,919042,0,919040,1042.69,881.4
36031,38961,39372,-1,39370,1794.23,21.9
36033,51795,51597,0.4,51599,1629.12,31.7
36035,54925,55531,-1.1,55531,495.47,112.1
36037,59977,60079,-0.2,60079,492.94,121.9
36039,48673,49221,-1.1,49221,647.16,76.1
36041,4778,4836,-1.2,4836,1717.37,2.8
36043,64508,64520,0,64519,1411.47,45.7
36045,120262,116229,3.5,116229,1268.59,91.6
36047,2565635,2504700,2.4,2504700,70.82,35369.1
36049,27224,27087,0.5,27087,1274.68,21.3
36051,64810,65392,-0.9,65393,631.76,103.5
36053,72382,73440,-1.4,73442,654.84,112.2
36055,747813,744344,0.5,744344,657.21,1132.6
36057,49941,50219,-0.6,50219,403.04,124.6
36059,1349233,1339529,0.7,1339532,284.72,4704.8
36061,1619090,1585873,2.1,1585873,22.83,69467.5
36063,215124,216469,-0.6,216469,522.36,414.4
36065,233556,234877,-0.6,234878,1212.43,193.7
36067,466852,467026,0,467026,778.39,600
36069,108519,107932,0.5,107931,644.07,167.6
36071,374512,372813,0.5,372813,811.69,459.3
36073,42836,42883,-0.1,42883,391.26,109.6
36075,121700,122112,-0.3,122109,951.65,128.3
36077,61709,62253,-0.9,62259,1001.7,62.2
36079,99607,99724,-0.1,99710,230.31,432.9
36081,2272771,2230725,1.9,2230722,108.53,20553.6
36083,159835,159429,0.3,159429,652.43,244.4
36085,470728,468730,0.4,468730,58.37,8030.3
36087,317757,311687,1.9,311687,173.55,1795.9
36089,112232,111944,0.3,111944,2680.38,41.8
36091,222133,219607,1.2,219607,809.98,271.1
36093,155124,154727,0.3,154727,204.52,756.6
36095,32099,32749,-2,32749,621.82,52.7
36097,18514,18344,0.9,18343,328.33,55.9
36099,35305,35248,0.2,35251,323.71,108.9
36101,99063,98989,0.1,98990,1390.56,71.2
36103,1499273,1493350,0.4,1493350,912.05,1637.4
36105,76793,77545,-1,77547,968.13,80.1
36107,50478,51125,-1.3,51125,518.6,98.6
36109,102554,101564,1,101564,474.65,214
36111,181791,182494,-0.4,182493,1124.24,162.3
36113,65538,65705,-0.3,65707,866.95,75.8
36115,62934,63216,-0.4,63216,831.18,76.1
36117,92962,93772,-0.9,93772,603.83,155.3
36119,961670,949113,1.3,949113,430.5,2204.7
36121,41892,42153,-0.6,42155,592.75,71.1
36123,25344,25348,0,25348,338.14,75
37000,9752073,9535471,2.3,9535483,48617.91,196.1
37001,153920,151087,1.9,151131,423.94,356.5
37003,36853,37193,-0.9,37198,259.99,143.1
37005,10927,11155,-2,11155,235.06,47.5
37007,26351,26948,-2.2,26948,531.45,50.7
37009,27097,27281,-0.7,27281,426.14,64
37011,17635,17797,-0.9,17797,247.09,72
37013,47507,47770,-0.6,47759,827.19,57.7
37015,20653,21293,-3,21282,699.27,30.4
37017,34915,35190,-0.8,35190,874.33,40.2
37019,112257,107431,4.5,107431,846.97,126.8
37021,244490,238319,2.6,238318,656.67,362.9
37023,90505,90914,-0.4,90912,507.1,179.3
37025,184498,178014,3.6,178011,361.75,492.1
37027,81930,83029,-1.3,83029,471.57,176.1
37029,10090,9980,1.1,9980,240.56,41.5
37031,67632,66469,1.7,66469,506.25,131.3
37033,23217,23719,-2.1,23719,424.92,55.8
37035,154339,154356,0,154358,398.72,387.1
37037,65976,63493,3.9,63505,682.19,93.1
37039,26992,27444,-1.6,27444,455.43,60.3
37041,14772,14793,-0.1,14793,172.47,85.8
37043,10618,10587,0.3,10587,214.75,49.3
37045,97474,98078,-0.6,98078,464.25,211.3
37047,57638,58098,-0.8,58098,937.29,62
37049,104770,103505,1.2,103505,708.96,146
37051,324049,319431,1.4,319431,652.32,489.7
37053,24077,23547,2.3,23547,261.85,89.9
37055,34573,33920,1.9,33920,383.42,88.5
37057,163260,162878,0.2,162878,552.68,294.7
37059,41433,41222,0.5,41240,264.11,156.2
37061,60033,58505,2.6,58505,816.22,71.7
37063,279641,267587,4.5,267587,285.98,935.7
37065,55954,56552,-1.1,56552,505.34,111.9
37067,358137,350670,2.1,350670,408.15,859.2
37069,61475,60619,1.4,60619,491.68,123.3
37071,208049,206086,1,206086,356.03,578.8
37073,11869,12186,-2.6,12197,340.45,35.8
37075,8700,8861,-1.8,8861,292.08,30.3
37077,60436,59919,0.9,59916,531.57,112.7
37079,21429,21362,0.3,21362,265.93,80.3
37081,500879,488406,2.6,488406,645.7,756.4
37083,54006,54691,-1.3,54691,724.09,75.5
37085,122135,114678,6.5,114678,594.99,192.7
37087,58908,59036,-0.2,59036,553.69,106.6
37089,108266,106740,1.4,106740,373.07,286.1
37091,24438,24658,-0.9,24669,353.06,69.9
37093,50536,46952,7.6,46952,390.74,120.2
37095,5859,5810,0.8,5810,612.7,9.5
37097,162708,159442,2,159437,573.83,277.8
37099,40448,40271,0.4,40271,490.76,82.1
37101,174938,168878,3.6,168878,791.3,213.4
37103,10275,10153,1.2,10153,470.71,21.6
37105,59715,57866,3.2,57866,254.96,227
37107,59227,59495,-0.5,59495,400.59,148.5
37109,79313,78265,1.3,78265,297.94,262.7
37111,44998,44996,0,44996,440.61,102.1
37113,33869,33922,-0.2,33922,515.56,65.8
37115,20742,20764,-0.1,20764,449.57,46.2
37117,23961,24505,-2.2,24505,461.22,53.1
37119,969031,919625,5.4,919628,523.84,1755.5
37121,15368,15579,-1.4,15579,221.43,70.4
37123,27668,27798,-0.5,27798,491.76,56.5
37125,90302,88247,2.3,88247,697.84,126.5
37127,95708,95836,-0.1,95840,540.41,177.3
37129,209234,202681,3.2,202667,191.53,1058.1
37131,21428,22098,-3,22099,536.59,41.2
37133,183263,177772,3.1,177772,762.74,233.1
37135,137941,133857,3.1,133801,397.96,336.2
37137,13074,13144,-0.5,13144,336.54,39.1
37139,40591,40661,-0.2,40661,226.88,179.2
37141,54195,52203,3.8,52217,869.8,60
37143,13563,13453,0.8,13453,247.09,54.4
37145,39268,39464,-0.5,39464,392.32,100.6
37147,172554,168148,2.6,168148,651.98,257.9
37149,20271,20510,-1.2,20510,237.79,86.3
37151,142466,141752,0.5,141752,782.52,181.1
37153,46627,46639,0,46639,473.82,98.4
37155,135496,134168,1,134168,949.22,141.3
37157,92720,93640,-1,93643,565.55,165.6
37159,138180,138446,-0.2,138428,511.37,270.7
37161,67323,67809,-0.7,67810,564.15,120.2
37163,63949,63431,0.8,63431,944.74,67.1
37165,36094,36157,-0.2,36157,318.85,113.4
37167,60576,60585,0,60585,395.09,153.3
37169,46783,47401,-1.3,47401,448.86,105.6
37171,73561,73673,-0.2,73673,532.17,138.4
37173,14141,13981,1.1,13981,528,26.5
37175,32849,33090,-0.7,33090,378.53,87.4
37177,4338,4407,-1.6,4407,389.04,11.3
37179,208520,201292,3.6,201292,631.52,318.7
37181,45132,45419,-0.6,45422,253.52,179.2
37183,952151,900993,5.7,900993,835.22,1078.8
37185,20576,20975,-1.9,20972,428.46,48.9
37187,12736,13221,-3.7,13228,348.14,38
37189,51871,51079,1.6,51079,312.56,163.4
37191,124246,122623,1.3,122623,553.09,221.7
37193,69306,69340,0,69340,754.28,91.9
37195,81867,81234,0.8,81234,368.17,220.6
37197,38084,38406,-0.8,38406,334.83,114.7
37199,17630,17818,-1.1,17818,312.6,57
38000,699628,672591,4,672591,69000.8,9.7
38001,2311,2343,-1.4,2343,987.62,2.4
38003,11015,11066,-0.5,11066,1491.55,7.4
38005,6760,6660,1.5,6660,1388.71,4.8
38007,905,783,15.6,783,1148.85,0.7
38009,6579,6429,2.3,6429,1668.42,3.9
38011,3202,3151,1.6,3151,1161.81,2.7
38013,2171,1968,10.3,1968,1103.57,1.8
38015,85774,81308,5.5,81308,1632.65,49.8
38017,156157,149778,4.3,149778,1764.94,84.9
38019,3948,3993,-1.1,3993,1488.75,2.7
38021,5268,5289,-0.4,5289,1131.47,4.7
38023,2228,2071,7.6,2071,1260.79,1.6
38025,3967,3536,12.2,3536,2008.46,1.8
38027,2368,2385,-0.7,2385,630.17,3.8
38029,3491,3550,-1.7,3550,1510.44,2.4
38031,3392,3343,1.5,3343,635.45,5.3
38033,1804,1680,7.4,1680,1000.79,1.7
38035,67472,66861,0.9,66861,1436.38,46.5
38037,2333,2394,-2.5,2394,1659.14,1.4
38039,2362,2420,-2.4,2420,708.82,3.4
38041,2553,2477,3.1,2477,1132.22,2.2
38043,2426,2435,-0.4,2435,1351.19,1.8
38045,4114,4139,-0.6,4139,1145.94,3.6
38047,1924,1990,-3.3,1990,992.82,2
38049,5789,5395,7.3,5395,1873.95,2.9
38051,2751,2809,-2.1,2809,974.73,2.9
38053,7987,6360,25.6,6360,2760.32,2.3
38055,9309,8962,3.9,8962,2110.88,4.2
38057,8486,8424,0.7,8424,1042.96,8.1
38059,28101,27471,2.3,27471,1926.27,14.3
38061,8734,7673,13.8,7673,1825.3,4.2
38063,3080,3126,-1.5,3126,981.78,3.2
38065,1838,1846,-0.4,1846,722.51,2.6
38067,7271,7413,-1.9,7413,1118.69,6.6
38069,4457,4357,2.3,4357,1018.6,4.3
38071,11536,11451,0.7,11451,1186.85,9.6
38073,5444,5457,-0.2,5457,862.36,6.3
38075,2559,2470,3.6,2470,877.05,2.8
38077,16217,16321,-0.6,16321,1435.78,11.4
38079,14382,13937,3.2,13937,903.08,15.4
38081,3896,3829,1.7,3829,858.51,4.5
38083,1266,1321,-4.2,1321,972.38,1.4
38085,4347,4153,4.7,4153,1094.09,3.8
38087,758,727,4.3,727,1214.92,0.6
38089,26771,24199,10.6,24199,1334.74,18.1
38091,1989,1975,0.7,1975,712.22,2.8
38093,20934,21100,-0.8,21100,2221.72,9.5
38095,2318,2246,3.2,2246,1024.56,2.2
38097,8072,8121,-0.6,8121,861.95,9.4
38099,11046,11119,-0.7,11119,1281.93,8.7
38101,64798,61675,5.1,61675,2013.28,30.6
38103,4271,4207,1.5,4207,1271.05,3.3
38105,26697,22398,19.2,22398,2077.4,10.8
39000,11544225,11536502,0.1,11536504,40860.69,282.3
39001,28350,28550,-0.7,28550,583.87,48.9
39003,105141,106331,-1.1,106331,402.5,264.2
39005,52962,53139,-0.3,53139,422.95,125.6
39007,100389,101497,-1.1,101497,701.93,144.6
39009,64304,64755,-0.7,64757,503.6,128.6
39011,45831,45949,-0.3,45949,401.39,114.5
39013,69671,70400,-1,70400,532.13,132.3
39015,44381,44846,-1,44846,490.02,91.5
39017,370589,368130,0.7,368130,467.06,788.2
39019,28587,28836,-0.9,28836,394.61,73.1
39021,39565,40097,-1.3,40097,428.67,93.5
39023,137206,138333,-0.8,138333,397.47,348
39025,199085,197363,0.9,197363,452.1,436.5
39027,41886,42040,-0.4,42040,408.68,102.9
39029,106507,107841,-1.2,107841,531.89,202.7
39031,36779,36901,-0.3,36901,563.91,65.4
39033,42849,43784,-2.1,43784,401.79,109
39035,1265111,1280122,-1.2,1280122,457.19,2800
39037,52507,52959,-0.9,52959,598.1,88.5
39039,38677,39035,-0.9,39037,411.46,94.9
39041,181061,174214,3.9,174214,443.1,393.2
39043,76398,77079,-0.9,77079,251.56,306.4
39045,147474,146156,0.9,146156,504.41,289.8
39047,28880,29030,-0.5,29030,406.36,71.4
39049,1195537,1163414,2.8,1163414,532.19,2186.1
39051,42513,42698,-0.4,42698,405.44,105.3
39053,30708,30934,-0.7,30934,466.53,66.3
39055,93680,93389,0.3,93389,400.16,233.4
39057,163587,161573,1.2,161573,413.73,390.5
39059,39817,40087,-0.7,40087,522.25,76.8
39061,802038,802374,0,802374,405.91,1976.7
39063,75671,74782,1.2,74782,531.36,140.7
39065,31627,32058,-1.3,32058,470.41,68.1
39067,15714,15864,-0.9,15864,402.34,39.4
39069,28045,28215,-0.6,28215,416.01,67.8
39071,42998,43589,-1.4,43589,553.08,78.8
39073,29273,29380,-0.4,29380,421.32,69.7
39075,43025,42366,1.6,42366,422.53,100.3
39077,59280,59626,-0.6,59626,491.5,121.3
39079,32954,33225,-0.8,33225,420.3,79
39081,68389,69709,-1.9,69709,408.33,170.7
39083,60705,60930,-0.4,60921,525.49,115.9
39085,229582,230041,-0.2,230041,227.49,1011.2
39087,62109,62450,-0.5,62450,453.37,137.7
39089,167537,166483,0.6,166492,682.5,243.9
39091,45474,45858,-0.8,45858,458.43,100
39093,301478,301356,0,301356,491.1,613.6
39095,437998,441815,-0.9,441815,340.86,1296.2
39097,43053,43435,-0.9,43435,465.88,93.2
39099,235145,238823,-1.5,238823,411.62,580.2
39101,66238,66501,-0.4,66501,403.76,164.7
39103,173684,172332,0.8,172332,421.36,409
39105,23593,23772,-0.8,23770,430.1,55.3
39107,40875,40814,0.1,40814,462.45,88.3
39109,103060,102506,0.5,102506,406.58,252.1
39111,14549,14642,-0.6,14642,455.72,32.1
39113,534325,535153,-0.2,535153,461.55,1159.5
39115,14911,15054,-0.9,15054,416.42,36.2
39117,34938,34827,0.3,34827,406.08,85.8
39119,85950,86074,-0.1,86074,664.58,129.5
39121,14579,14645,-0.5,14645,398.01,36.8
39123,41339,41428,-0.2,41428,254.92,162.5
39125,19295,19614,-1.6,19614,416.44,47.1
39127,36015,36058,-0.1,36058,407.97,88.4
39129,56399,55698,1.3,55698,501.32,111.1
39131,28480,28709,-0.8,28709,440.28,65.2
39133,161451,161419,0,161419,487.38,331.2
39135,41886,42270,-0.9,42270,424.12,99.7
39137,34198,34499,-0.9,34499,482.52,71.5
39139,122673,124475,-1.4,124475,495.27,251.3
39141,77429,78064,-0.8,78064,689.19,113.3
39143,60510,60944,-0.7,60944,408.45,149.2
39145,78477,79499,-1.3,79499,610.21,130.3
39147,56018,56745,-1.3,56745,551.02,103
39149,49167,49423,-0.5,49423,407.68,121.2
39151,374868,375586,-0.2,375586,575.27,652.9
39153,540811,541786,-0.2,541781,412.75,1312.6
39155,207406,210312,-1.4,210312,618.3,340.1
39157,92392,92582,-0.2,92582,567.64,163.1
39159,52715,52300,0.8,52300,431.73,121.1
39161,28744,28744,0,28744,409.16,70.3
39163,13239,13435,-1.5,13435,412.36,32.6
39165,217241,212693,2.1,212693,401.31,530
39167,61475,61778,-0.5,61778,631.97,97.8
39169,114848,114515,0.3,114520,554.93,206.4
39171,37513,37642,-0.3,37642,420.97,89.4
39173,128200,125488,2.2,125488,617.21,203.3
39175,22607,22615,0,22615,406.87,55.6
40000,3814820,3751354,1.7,3751351,68594.92,54.7
40001,22286,22683,-1.8,22683,573.48,39.6
40003,5666,5642,0.4,5642,866.46,6.5
40005,14007,14183,-1.2,14182,975.52,14.5
40007,5591,5636,-0.8,5636,1814.67,3.1
40009,23081,22119,4.3,22119,901.81,24.5
40011,9785,11943,-18.1,11943,928.42,12.9
40013,43399,42416,2.3,42416,904.47,46.9
40015,29678,29600,0.3,29600,1278.29,23.2
40017,122560,115541,6.1,115541,896.63,128.9
40019,48085,47563,1.1,47557,822.18,57.8
40021,48150,46986,2.5,46987,749.41,62.7
40023,15182,15205,-0.2,15205,770.36,19.7
40025,2385,2475,-3.6,2475,1834.74,1.3
40027,265638,255757,3.9,255755,538.77,474.7
40029,5963,5925,0.6,5925,516.68,11.5
40031,126390,124098,1.8,124098,1069.29,116.1
40033,6155,6193,-0.6,6193,632.65,9.8
40035,14748,15027,-1.9,15029,761.35,19.7
40037,70651,69967,1,69967,950.14,73.6
40039,28536,27469,3.9,27469,988.82,27.8
40041,41441,41487,-0.1,41487,738.18,56.2
40043,4783,4810,-0.6,4810,999.48,4.8
40045,4104,4151,-1.1,4151,1231.52,3.4
40047,61189,60580,1,60580,1058.47,57.2
40049,27297,27576,-1,27576,802.12,34.4
40051,53118,52431,1.3,52431,1100.5,47.6
40053,4516,4527,-0.2,4527,1000.87,4.5
40055,6082,6239,-2.5,6239,639.32,9.8
40057,2906,2922,-0.5,2922,537.19,5.4
40059,3676,3685,-0.2,3685,1039.02,3.5
40061,12938,12769,1.3,12769,576.52,22.1
40063,13836,14003,-1.2,14003,804.65,17.4
40065,26237,26446,-0.8,26446,802.65,32.9
40067,6377,6472,-1.5,6472,758.83,8.5
40069,11003,10957,0.4,10957,642.94,17
40071,45831,46562,-1.6,46562,919.73,50.6
40073,15005,15029,-0.2,15034,898.16,16.7
40075,9310,9446,-1.4,9446,1015.23,9.3
40077,11019,11154,-1.2,11154,722.08,15.4
40079,49873,50384,-1,50384,1589.21,31.7
40081,34189,34273,-0.2,34273,952.31,36
40083,43666,41853,4.3,41848,743.83,56.3
40085,9558,9421,1.5,9423,514,18.3
40087,35613,34506,3.2,34506,570.7,60.5
40089,33203,33151,0.2,33151,1850.01,17.9
40091,20584,20252,1.6,20252,618.5,32.7
40093,7683,7527,2.1,7527,954.99,7.9
40095,15957,15836,0.8,15840,371.08,42.7
40097,41168,41261,-0.2,41259,655.39,63
40099,13663,13488,1.3,13488,416.46,32.4
40101,70596,70988,-0.6,70990,810.45,87.6
40103,11522,11561,-0.3,11561,731.9,15.8
40105,10611,10536,0.7,10536,565.78,18.6
40107,12358,12191,1.4,12191,618.57,19.7
40109,741781,718631,3.2,718633,708.82,1013.8
40111,39625,40069,-1.1,40069,697.35,57.5
40113,47917,47472,0.9,47472,2246.36,21.1
40115,32236,31850,1.2,31848,470.82,67.6
40117,16474,16577,-0.6,16577,567.96,29.2
40119,78399,77350,1.4,77350,684.7,113
40121,45048,45837,-1.7,45837,1305.46,35.1
40123,37958,37492,1.2,37492,720.44,52
40125,70760,69442,1.9,69442,787.67,88.2
40127,11205,11572,-3.2,11572,1395.84,8.3
40129,3774,3647,3.5,3647,1141.14,3.2
40131,88367,86905,1.7,86905,675.63,128.6
40133,25450,25482,-0.1,25482,632.84,40.3
40135,41398,42392,-2.3,42391,673.27,63
40137,44779,45048,-0.6,45048,870.24,51.8
40139,21498,20640,4.2,20640,2041.26,10.1
40141,7822,7992,-2.1,7992,871.13,9.2
40143,613816,603403,1.7,603403,570.25,1058.1
40145,75030,73087,2.7,73085,561.56,130.1
40147,51633,50976,1.3,50976,415.45,122.7
40149,11622,11629,-0.1,11629,1003.17,11.6
40151,8832,8878,-0.5,8878,1286.45,6.9
40153,20548,20081,2.3,20081,1242.4,16.2
41000,3899353,3831073,1.8,3831074,95988.01,39.9
41001,15909,16134,-1.4,16134,3068.36,5.3
41003,86430,85581,1,85579,675.94,126.6
41005,383857,375992,2.1,375992,1870.32,201
41007,37301,37039,0.7,37039,829.05,44.7
41009,49286,49351,-0.1,49351,657.36,75.1
41011,62534,63043,-0.8,63043,1596.17,39.5
41013,20729,20978,-1.2,20978,2979.09,7
41015,22248,22364,-0.5,22364,1627.46,13.7
41017,162277,157733,2.9,157733,3018.19,52.3
41019,107164,107667,-0.5,107667,5036.08,21.4
41021,1953,1871,4.4,1871,1204.81,1.6
41023,7317,7445,-1.7,7445,4528.54,1.6
41025,7212,7422,-2.8,7422,10133.17,0.7
41027,22584,22346,1.1,22346,521.95,42.8
41029,206412,203206,1.6,203206,2783.55,73
41031,21749,21720,0.1,21720,1780.79,12.2
41033,82930,82713,0.3,82713,1639.67,50.4
41035,65912,66380,-0.7,66380,5941.05,11.2
41037,7771,7895,-1.6,7895,8138.98,1
41039,354542,351715,0.8,351715,4553.12,77.2
41041,46151,46032,0.3,46034,979.77,47
41043,118360,116672,1.4,116672,2290.13,50.9
41045,30630,31312,-2.2,31313,9887.53,3.2
41047,319985,315335,1.5,315335,1182.33,266.7
41049,11244,11173,0.6,11173,2031.61,5.5
41051,759256,735334,3.3,735334,431.3,1704.9
41053,76353,75403,1.3,75403,740.79,101.8
41055,1732,1765,-1.9,1765,823.69,2.1
41057,25287,25250,0.1,25250,1102.58,22.9
41059,76820,75889,1.2,75889,3215.51,23.6
41061,25759,25748,0,25748,2036.61,12.6
41063,6821,7008,-2.7,7008,3146.19,2.2
41065,25487,25213,1.1,25213,2381.52,10.6
