fips,PST045212,PST040210,PST120212,POP010210,LND110210,POP060210
16001,409061,392365,4.3,392365,1052.58,372.8
16003,3915,3976,-1.5,3976,1363.06,2.9
16005,83800,82839,1.2,82839,1111.99,74.5
16007,5907,5986,-1.3,5986,974.79,6.1
16009,9117,9285,-1.8,9285,776.62,12
16011,45474,45607,-0.3,45607,2093.98,21.8
16013,21146,21378,-1.1,21376,2643.59,8.1
16015,6835,7028,-2.7,7028,1899.24,3.7
16017,40476,40877,-1,40877,1734.57,23.6
16019,106684,104304,2.3,104234,1866.08,55.9
16021,10808,10972,-1.5,10972,1268.56,8.6
16023,2740,2893,-5.3,2891,2231.67,1.3
16025,1077,1117,-3.6,1117,1074.49,1
16027,193888,188923,2.6,188923,587.37,321.6
16029,6787,6963,-2.5,6963,1764.15,3.9
16031,23249,22952,1.3,22952,2565.08,8.9
16033,869,982,-11.5,982,1764.19,0.6
16035,8590,8761,-2,8761,2457.27,3.6
16037,4331,4366,-0.8,4368,4920.94,0.9
16039,26223,27038,-3,27038,3074.74,8.8
16041,12786,12786,0,12786,663.65,19.3
16043,12957,13242,-2.2,13242,1863.53,7.1
16045,16673,16719,-0.3,16719,560.9,29.8
16047,15291,15464,-1.1,15464,728.97,21.2
16049,16308,16267,0.3,16267,8477.35,1.9
16051,26684,26140,2.1,26140,1093.5,23.9
16053,22499,22374,0.6,22374,597.19,37.5
16055,142357,138494,2.8,138494,1244.13,111.3
16057,38184,37244,2.5,37244,1076,34.6
16059,7758,7936,-2.2,7936,4563.39,1.7
16061,3889,3821,1.8,3821,478.8,8
16063,5277,5206,1.4,5208,1201.41,4.3
16065,37456,37536,-0.2,37536,469.21,80
16067,20037,20069,-0.2,20069,757.59,26.5
16069,39531,39265,0.7,39265,848.09,46.3
16071,4215,4286,-1.7,4286,1200.06,3.6
16073,11439,11526,-0.8,11526,7665.51,1.5
16075,22639,22623,0.1,22623,406.87,55.6
16077,7778,7817,-0.5,7817,1404.24,5.6
16079,12702,12765,-0.5,12765,2629.67,4.9
16081,10052,10170,-1.2,10170,449.46,22.6
16083,78595,77230,1.8,77230,1921.21,40.2
16085,9545,9862,-3.2,9862,3664.52,2.7
16087,10099,10198,-1,10198,1452.98,7
17000,12875255,12830632,0.3,12830632,55518.93,231.1
17001,67197,67103,0.1,67103,855.2,78.5
17003,7748,8238,-5.9,8238,235.51,35
17005,17644,17768,-0.7,17768,380.28,46.7
17007,53940,54167,-0.4,54165,280.72,193
17009,6914,6937,-0.3,6937,305.61,22.7
17011,34323,34978,-1.9,34978,869.03,40.2
17013,5014,5089,-1.5,5089,253.83,20
17015,15011,15388,-2.4,15387,444.81,34.6
17017,13338,13642,-2.2,13642,375.82,36.3
17019,203276,201081,1.1,201081,996.27,201.8
17021,34638,34800,-0.5,34800,709.38,49.1
17023,16209,16335,-0.8,16335,501.42,32.6
17025,13766,13815,-0.4,13815,468.32,29.5
17027,38061,37762,0.8,37762,474.09,79.7
17029,53655,53873,-0.4,53873,508.29,106
17031,5231351,5194675,0.7,5194675,945.33,5495.1
17033,19600,19817,-1.1,19817,443.63,44.7
17035,10968,11048,-0.7,11048,346.02,31.9
17037,104704,105160,-0.4,105160,631.31,166.6
17039,16434,16561,-0.8,16561,397.51,41.7
17041,19853,19980,-0.6,19980,416.67,48
17043,927987,916924,1.2,916924,327.5,2799.8
17045,18191,18576,-2.1,18576,623.37,29.8
17047,6684,6721,-0.6,6721,222.42,30.2
17049,34353,34242,0.3,34242,478.78,71.5
17051,22014,22140,-0.6,22140,716.48,30.9
17053,14008,14081,-0.5,14081,485.62,29
17055,39407,39556,-0.4,39561,408.89,96.8
17057,36651,37069,-1.1,37069,865.6,42.8
17059,5430,5589,-2.8,5589,323.07,17.3
17061,13576,13886,-2.2,13886,543.02,25.6
17063,50281,50063,0.4,50063,418.04,119.8
17065,8370,8457,-1,8457,434.67,19.5
17067,18891,19104,-1.1,19104,793.73,24.1
17069,4258,4320,-1.4,4320,177.53,24.3
17071,7043,7331,-3.9,7331,378.87,19.3
17073,50155,50486,-0.7,50486,822.99,61.3
17075,29240,29718,-1.6,29718,1117.32,26.6
17077,60071,60218,-0.2,60218,584.08,103.1
17079,9614,9698,-0.9,9698,494.51,19.6
17081,38720,38827,-0.3,38827,571.17,68
17083,22742,22985,-1.1,22985,369.27,62.2
17085,22549,22677,-0.6,22678,601.09,37.7
17087,12760,12582,1.4,12582,343.92,36.6
17089,522487,515269,1.4,515269,520.06,990.8
17091,113040,113449,-0.4,113449,676.56,167.7
17093,118105,114736,2.9,114736,320.34,358.2
17095,52247,52919,-1.3,52919,716.4,73.9
17097,702120,703360,-0.2,703462,443.67,1585.6
17099,112973,113924,-0.8,113924,1135.12,100.4
17101,16604,16833,-1.4,16833,372.18,45.2
17103,35037,36031,-2.8,36031,724.9,49.7
17105,38647,38950,-0.8,38950,1044.29,37.3
17107,30013,30305,-1,30305,618.06,49
17109,32537,32612,-0.2,32612,589.41,55.3
17111,308145,308862,-0.2,308760,603.17,511.9
17113,172281,169572,1.6,169572,1183.38,143.3
17115,110122,110768,-0.6,110768,580.69,190.8
17117,47231,47765,-1.1,47765,862.91,55.4
17119,267883,269282,-0.5,269282,715.58,376.3
17121,38894,39437,-1.4,39437,572.36,68.9
17123,12327,12640,-2.5,12640,386.79,32.7
17125,14327,14666,-2.3,14666,539.24,27.2
17127,15234,15429,-1.3,15429,237.22,65
17129,12722,12705,0.1,12705,314.44,40.4
17131,16219,16434,-1.3,16434,561.2,29.3
17133,33357,32957,1.2,32957,385.01,85.6
17135,29620,30104,-1.6,30104,703.69,42.8
17137,35272,35547,-0.8,35547,568.79,62.5
17139,14933,14846,0.6,14846,335.94,44.2
17141,52848,53497,-1.2,53497,758.57,70.5
17143,187254,186494,0.4,186494,619.21,301.2
17145,22058,22350,-1.3,22350,441.76,50.6
17147,16504,16729,-1.3,16729,439.2,38.1
17149,16308,16430,-0.7,16430,831.38,19.8
17151,4272,4470,-4.4,4470,368.77,12.1
17153,5998,6161,-2.6,6161,199.19,30.9
17155,5886,6006,-2,6006,160.16,37.5
17157,32956,33476,-1.6,33476,575.5,58.2
17159,16176,16233,-0.4,16233,359.99,45.1
17161,147457,147546,-0.1,147546,427.64,345
17163,268858,270056,-0.4,270056,657.76,410.6
17165,24946,24913,0.1,24913,379.82,65.6
17167,199271,197465,0.9,197465,868.3,227.4
17169,7457,7544,-1.2,7544,437.27,17.3
17171,5290,5355,-1.2,5355,250.91,21.3
17173,22196,22363,-0.7,22363,758.52,29.5
17175,5946,5994,-0.8,5994,288.08,20.8
17177,46959,47711,-1.6,47711,564.52,84.5
17179,135949,135394,0.4,135394,648.97,208.6
17181,17647,17808,-0.9,17808,413.46,43.1
17183,80727,81625,-1.1,81625,898.37,90.9
17185,11727,11947,-1.8,11947,223.25,53.5
17187,17731,17707,0.1,17707,542.41,32.6
17189,14598,14716,-0.8,14716,562.57,26.2
17191,16574,16760,-1.1,16760,713.81,23.5
17193,14568,14665,-0.7,14665,494.77,29.6
17195,57846,58498,-1.1,58498,684.25,85.5
17197,682518,677560,0.7,677560,836.91,809.6
17199,66674,66362,0.5,66357,420.15,157.9
17201,292069,295264,-1.1,295266,513.36,575.2
17203,38971,38664,0.8,38664,527.8,73.3
18000,6537334,6483800,0.8,6483802,35826.11,181
18001,34365,34387,-0.1,34387,339.03,101.4
18003,360412,355329,1.4,355329,657.31,540.6
18005,79129,76794,3,76794,406.91,188.7
18007,8804,8854,-0.6,8854,406.42,21.8
18009,12502,12766,-2.1,12766,165.08,77.3
18011,58944,56640,4.1,56640,422.91,133.9
18013,15083,15242,-1,15242,311.98,48.9
18015,20095,20155,-0.3,20155,372.22,54.1
18017,38581,38966,-1,38966,412.16,94.5
18019,111951,110232,1.6,110232,372.86,295.6
18021,26837,26888,-0.2,26890,357.54,75.2
18023,33022,33224,-0.6,33224,405.07,82
18025,10665,10713,-0.4,10713,305.64,35.1
18027,32064,31654,1.3,31648,429.49,73.7
18029,49831,50047,-0.4,50047,305.03,164.1
18031,26042,25740,1.2,25740,372.57,69.1
18033,42321,42223,0.2,42223,362.82,116.4
18035,117364,117671,-0.3,117671,392.12,300.1
18037,42071,41889,0.4,41889,427.27,98
18039,199619,197561,1,197559,463.17,426.5
18041,24029,24277,-1,24277,215.01,112.9
18043,75283,74578,0.9,74578,147.94,504.1
18045,17119,17240,-0.7,17240,395.66,43.6
18047,22969,23087,-0.5,23087,384.43,60.1
18049,20737,20836,-0.5,20836,368.39,56.6
18051,33458,33503,-0.1,33503,487.49,68.7
18053,69330,70061,-1,70061,414.07,169.2
18055,32940,33165,-0.7,33165,542.5,61.1
18057,289495,274569,5.4,274569,394.27,696.4
18059,70933,70002,1.3,70002,306.02,228.8
18061,39134,39364,-0.6,39364,484.52,81.2
18063,150434,145448,3.4,145448,406.91,357.4
18065,49345,49462,-0.2,49462,391.88,126.2
18067,82849,82752,0.1,82752,293.06,282.4
18069,36987,37124,-0.4,37124,382.65,97
18071,43083,42376,1.7,42376,509.31,83.2
18073,33456,33478,-0.1,33478,559.63,59.8
18075,21366,21253,0.5,21253,383.91,55.4
18077,32554,32428,0.4,32428,360.63,89.9
18079,28161,28525,-1.3,28525,376.58,75.7
18081,143191,139654,2.5,139654,320.43,435.8
18083,38122,38440,-0.8,38440,516.03,74.5
18085,77609,77356,0.3,77358,531.38,145.6
18087,37521,37128,1.1,37128,379.62,97.8
18089,493618,496005,-0.5,496005,498.96,994.1
18091,111246,111467,-0.2,111467,598.3,186.3
18093,46078,46134,-0.1,46134,449.17,102.7
18095,130348,131636,-1,131636,451.92,291.3
18097,918977,903393,1.7,903393,396.3,2279.6
18099,47024,47051,-0.1,47051,443.63,106.1
18101,10260,10328,-0.7,10334,335.74,30.8
18103,36486,36903,-1.1,36903,373.84,98.7
18105,141019,137969,2.2,137974,394.51,349.7
18107,38254,38124,0.3,38124,504.61,75.6
18109,69356,68894,0.7,68894,403.97,170.5
18111,14044,14244,-1.4,14244,401.76,35.5
18113,47582,47536,0.1,47536,410.84,115.7
18115,6079,6128,-0.8,6128,86.14,71.1
18117,19690,19840,-0.8,19840,398.39,49.8
18119,21380,21580,-0.9,21575,385.29,56
18121,17069,17341,-1.6,17339,444.66,39
18123,19462,19338,0.6,19338,381.73,50.7
18125,12766,12845,-0.6,12845,334.24,38.4
18127,165682,164343,0.8,164343,418.15,393
18129,25599,25910,-1.2,25910,409.57,63.3
18131,13124,13402,-2.1,13402,433.65,30.9
18133,37750,37963,-0.6,37963,480.53,79
18135,25815,26171,-1.4,26171,452.38,57.9
18137,28583,28818,-0.8,28818,446.43,64.6
18139,17095,17392,-1.7,17392,408.12,42.6
18141,266344,266929,-0.2,266931,457.85,583
18143,23791,24181,-1.6,24181,190.4,127
18145,44471,44436,0.1,44436,411.15,108.1
18147,20837,20952,-0.5,20952,396.74,52.8
18149,23213,23363,-0.6,23363,309.13,75.6
18151,34124,34185,-0.2,34185,308.94,110.7
18153,21188,21475,-1.3,21475,447.14,48
18155,10424,10613,-1.8,10613,220.63,48.1
18157,177513,172780,2.7,172780,499.81,345.7
18159,15695,15936,-1.5,15936,260.54,61.2
18161,7362,7516,-2,7516,161.22,46.6
18163,180858,179703,0.6,179703,233.48,769.7
18165,16040,16212,-1.1,16212,256.88,63.1
18167,108428,107848,0.5,107848,403.31,267.4
18169,32361,32888,-1.6,32888,412.43,79.7
18171,8342,8508,-2,8508,364.68,23.3
18173,60463,59689,1.3,59689,384.82,155.1
18175,27921,28262,-1.2,28262,513.73,55
18177,68346,68917,-0.8,68917,401.74,171.5
18179,27652,27636,0.1,27636,368.09,75.1
18181,24426,24643,-0.9,24643,505.13,48.8
18183,33342,33292,0.2,33292,335.57,99.2
19000,3074186,3046857,0.9,3046355,55857.13,54.5
19001,7481,7682,-2.6,7682,569.27,13.5
19003,3911,4029,-2.9,4029,423.44,9.5
19005,14237,14330,-0.6,14330,639.08,22.4
19007,12700,12887,-1.5,12887,497.29,25.9
19009,5910,6119,-3.4,6119,442.96,13.8
19011,25827,26076,-1,26076,716.27,36.4
19013,131820,131090,0.6,131090,565.77,231.7
19015,26195,26306,-0.4,26306,571.57,46
19017,24479,24276,0.8,24276,435.48,55.7
19019,20942,20958,-0.1,20958,571.02,36.7
19021,20592,20260,1.6,20260,574.92,35.2
19023,14986,14867,0.8,14867,580.13,25.6
19025,9909,10177,-2.6,9670,569.97,17
19027,20631,20816,-0.9,20816,569.44,36.6
19029,13723,13956,-1.7,13956,564.27,24.7
19031,18416,18499,-0.4,18499,579.44,31.9
19033,43788,44151,-0.8,44151,568.31,77.7
19035,11946,12072,-1,12072,576.91,20.9
19037,12276,12439,-1.3,12439,504.38,24.7
19039,9370,9286,0.9,9286,431.17,21.5
19041,16599,16667,-0.4,16667,567.24,29.4
19043,17835,18129,-1.6,18129,778.54,23.3
19045,48717,49116,-0.8,49116,694.92,70.7
19047,17309,17096,1.2,17096,714.19,23.9
19049,71967,66135,8.8,66135,588.45,112.4
19051,8689,8753,-0.7,8753,502.19,17.4
19053,8253,8457,-2.4,8457,531.88,15.9
19055,17574,17764,-1.1,17764,577.76,30.7
19057,40340,40325,0,40325,416.12,96.9
19059,16972,16667,1.8,16667,380.61,43.8
19061,95097,93653,1.5,93653,608.31,154
19063,10120,10302,-1.8,10302,395.88,26
19065,20793,20880,-0.4,20880,730.81,28.6
19067,16056,16303,-1.5,16303,500.63,32.6
19069,10554,10680,-1.2,10680,581.97,18.4
19071,7147,7441,-4,7441,511.15,14.6
19073,9153,9336,-2,9336,569.57,16.4
19075,12448,12453,0,12453,501.86,24.8
19077,10777,10954,-1.6,10954,590.62,18.5
19079,15344,15673,-2.1,15673,576.75,27.2
19081,11134,11341,-1.8,11341,571.01,19.9
19083,17302,17534,-1.3,17534,569.31,30.8
19085,14548,14935,-2.6,14928,696.85,21.4
19087,20236,20145,0.5,20145,434.33,46.4
19089,9563,9566,0,9566,473.25,20.2
19091,9729,9814,-0.9,9815,434.35,22.6
19093,7108,7089,0.3,7089,431.51,16.4
19095,16189,16355,-1,16355,586.46,27.9
19097,19712,19848,-0.7,19848,636.04,31.2
19099,36602,36842,-0.7,36842,730.42,50.4
19101,16867,16843,0.1,16843,435.51,38.7
19103,136317,130882,4.2,130882,614.04,213.1
19105,20639,20638,0,20638,575.62,35.9
19107,10374,10511,-1.3,10511,579.18,18.1
19109,15346,15543,-1.3,15543,972.72,16
19111,35617,35862,-0.7,35862,517.52,69.3
19113,215295,211226,1.9,211226,716.88,294.6
19115,11278,11387,-1,11387,401.77,28.3
19117,8760,8898,-1.6,8898,430.59,20.7
19119,11757,11581,1.5,11581,587.65,19.7
19121,15654,15679,-0.2,15679,561.01,27.9
19123,22443,22381,0.3,22381,570.86,39.2
19125,33419,33309,0.3,33309,554.53,60.1
19127,40857,40648,0.5,40648,572.5,71
19129,14837,15059,-1.5,15059,437.44,34.4
19131,10725,10772,-0.4,10776,469.13,23
19133,9124,9243,-1.3,9243,694.07,13.3
19135,8063,7970,1.2,7970,433.72,18.4
19137,10566,10740,-1.6,10740,424.1,25.3
19139,42879,42745,0.3,42745,437.47,97.7
19141,14172,14398,-1.6,14398,573.04,25.1
19143,6193,6462,-4.2,6462,398.68,16.2
19145,15713,15932,-1.4,15932,534.94,29.8
19147,9275,9421,-1.5,9421,563.84,16.7
19149,24907,24986,-0.3,24986,862.89,29
19151,7150,7310,-2.2,7310,577.24,12.7
19153,443710,430640,3,430640,573.8,750.5
19155,92913,93151,-0.3,93158,950.28,98
19157,18736,18914,-0.9,18914,584.93,32.3
19159,5096,5131,-0.7,5131,535.5,9.6
19161,10153,10350,-1.9,10350,575.01,18
19163,168799,165224,2.2,165224,458.09,360.7
19165,12069,12167,-0.8,12167,590.78,20.6
19167,34268,33704,1.7,33704,768.33,43.9
19169,91140,89542,1.8,89542,572.82,156.3
19171,17536,17767,-1.3,17767,721.01,24.6
19173,6208,6317,-1.7,6317,531.9,11.9
19175,12594,12534,0.5,12534,423.65,29.6
19177,7449,7570,-1.6,7570,484.79,15.6
19179,35366,35625,-0.7,35625,431.83,82.5
19181,46891,46225,1.4,46225,569.83,81.1
19183,21914,21704,1,21704,568.84,38.2
19185,6344,6403,-0.9,6403,525.44,12.2
19187,37273,38013,-1.9,38013,715.62,53.1
19189,10600,10866,-2.4,10866,400.49,27.1
19191,21061,21056,0,21056,689.87,30.5
19193,102323,102172,0.1,102172,872.83,117.1
19195,7519,7598,-1,7598,400.12,19
19197,12991,13229,-1.8,13229,580.42,22.8
20000,2885905,2853116,1.1,2853118,81758.72,34.9
20001,13319,13371,-0.4,13371,500.3,26.7
20003,7917,8102,-2.3,8102,579.65,14
20005,16813,16924,-0.7,16924,431.17,39.3
20007,4861,4861,0,4861,1134.07,4.3
20009,27557,27674,-0.4,27674,895.4,30.9
20011,14897,15173,-1.8,15173,635.47,23.9
20013,9881,9984,-1,9984,570.87,17.5
20015,65827,65880,-0.1,65880,1429.86,46.1
20017,2757,2790,-1.2,2790,773.06,3.6
20019,3571,3669,-2.7,3669,638.88,5.7
20021,21226,21603,-1.7,21603,587.57,36.8
20023,2678,2726,-1.8,2726,1019.89,2.7
20025,2181,2215,-1.5,2215,974.63,2.3
20027,8531,8535,0,8535,645.3,13.2
20029,9397,9533,-1.4,9533,715.34,13.3
20031,8502,8601,-1.2,8601,626.95,13.7
20033,1913,1891,1.2,1891,788.3,2.4
20035,36288,36311,-0.1,36311,1125.75,32.3
20037,39361,39134,0.6,39134,589.76,66.4
20039,2871,2961,-3,2961,893.52,3.3
20041,19762,19754,0,19754,847.07,23.3
20043,7864,7945,-1,7945,393.41,20.2
20045,112864,110826,1.8,110826,455.87,243.1
20047,2979,3037,-1.9,3037,621.89,4.9
20049,2720,2882,-5.6,2882,644.27,4.5
20051,29053,28452,2.1,28452,899.91,31.6
20053,6494,6497,0,6497,715.85,9.1
20055,37200,36776,1.2,36776,1301.97,28.2
20057,34752,33848,2.7,33848,1098.27,30.8
20059,25906,25996,-0.3,25992,571.76,45.5
20061,38013,34362,10.6,34362,384.62,89.3
20063,2729,2695,1.3,2695,1071.67,2.5
20065,2578,2597,-0.7,2597,898.52,2.9
20067,7923,7829,1.2,7829,574.8,13.6
20069,6030,6006,0.4,6006,868.87,6.9
20071,1298,1247,4.1,1247,778.45,1.6
20073,6454,6689,-3.5,6689,1143.3,5.9
20075,2639,2690,-1.9,2690,996.51,2.7
20077,5911,6034,-2,6034,801.27,7.5
20079,34852,34684,0.5,34684,539.75,64.3
20081,4256,4256,0,4256,577.52,7.4
20083,1963,1916,2.5,1916,859.99,2.2
20085,13449,13462,-0.1,13462,656.22,20.5
20087,18945,19124,-0.9,19126,532.57,35.9
20089,3046,3077,-1,3077,909.78,3.4
20091,559913,544179,2.9,544179,473.38,1149.6
20093,3968,3977,-0.2,3977,870.54,4.6
20095,7863,7858,0.1,7858,863.36,9.1
20097,2496,2553,-2.2,2553,722.64,3.5
20099,21284,21607,-1.5,21607,645.3,33.5
20101,1704,1750,-2.6,1750,717.46,2.4
20103,77739,76227,2,76227,462.83,164.7
20105,3174,3241,-2.1,3241,719.4,4.5
20107,9441,9656,-2.2,9656,594.06,16.3
20109,2784,2756,1,2756,1072.99,2.6
20111,33748,33690,0.2,33690,847.47,39.8
20113,29356,29180,0.6,29180,898.27,32.5
20115,12347,12660,-2.5,12660,944.29,13.4
20117,10022,10117,-0.9,10117,900.18,11.2
20119,4396,4575,-3.9,4575,978.09,4.7
20121,32612,32783,-0.5,32787,575.66,57
20123,6355,6373,-0.3,6373,701.79,9.1
20125,34459,35471,-2.9,35471,643.53,55.1
20127,5854,5923,-1.2,5923,695.28,8.5
20129,3169,3233,-2,3233,729.73,4.4
20131,10132,10178,-0.5,10178,717.43,14.2
20133,16406,16512,-0.6,16512,571.47,28.9
20135,3068,3107,-1.3,3107,1074.75,2.9
20137,5612,5671,-1,5671,878.13,6.5
20139,16142,16295,-0.9,16295,705.52,23.1
20141,3806,3858,-1.3,3858,892.5,4.3
20143,6072,6091,-0.3,6091,720.73,8.5
20145,6928,6973,-0.6,6973,754.26,9.2
20147,5519,5642,-2.2,5642,885.88,6.4
20149,22302,21604,3.2,21604,841.02,25.7
20151,9728,9656,0.7,9656,735.05,13.1
20153,2560,2519,1.6,2519,1069.42,2.4
20155,64438,64511,-0.1,64511,1255.35,51.4
20157,4858,4980,-2.4,4980,717.37,6.9
20159,9985,10083,-1,10083,726.24,13.9
20161,75508,71115,6.2,71115,609.77,116.6
20163,5223,5181,0.8,5181,890.53,5.8
20165,3220,3307,-2.6,3307,717.76,4.6
20167,6946,6970,-0.3,6970,886.26,7.9
20169,55988,55606,0.7,55606,720.23,77.2
20171,4937,4936,0,4936,717.54,6.9
20173,503889,498365,1.1,498365,997.51,499.6
20175,23547,22952,2.6,22952,639.5,35.9
20177,178991,177934,0.6,177934,544.02,327.1
20179,2538,2556,-0.7,2556,895.96,2.9
20181,6113,6010,1.7,6010,1056.07,5.7
20183,3765,3853,-2.3,3853,895.47,4.3
20185,4358,4437,-1.8,4437,792.05,5.6
20187,2175,2235,-2.7,2235,680.35,3.3
20189,5756,5724,0.6,5724,727.29,7.9
20191,23674,24132,-1.9,24132,1181.94,20.4
20193,7941,7900,0.5,7900,1074.69,7.4
20195,2986,3001,-0.5,3001,889.48,3.4
20197,7039,7053,-0.2,7053,794.3,8.9
20199,1517,1485,2.2,1485,913.65,1.6
20201,5758,5799,-0.7,5799,894.76,6.5
20203,2256,2234,1,2234,718.57,3.1
20205,9105,9409,-3.2,9409,570.42,16.5
20207,3278,3309,-0.9,3309,497.82,6.6
20209,159129,157505,1,157505,151.6,1039
21000,4380415,4339357,0.9,4339367,39486.34,109.9
21001,18675,18656,0.1,18656,405.28,46
21003,20210,19967,1.2,19956,344.34,58
21005,21728,21421,1.4,21421,201.83,106.1
21007,8333,8249,1,8249,246.66,33.4
21009,42631,42173,1.1,42173,487.54,86.5
21011,11802,11591,1.8,11591,278.79,41.6
21013,28183,28691,-1.8,28691,359,79.9
21015,123316,118811,3.8,118811,246.36,482.3
21017,19978,19985,0,19985,289.72,69
21019,49164,49538,-0.8,49542,159.86,309.9
21021,28658,28425,0.8,28432,180.17,157.8
21023,8494,8488,0.1,8488,205.61,41.3
21025,13635,13878,-1.8,13878,492.41,28.2
21027,20071,20055,0.1,20059,567.17,35.4
21029,75896,74319,2.1,74319,297.02,250.2
21031,12840,12690,1.2,12690,426.09,29.8
21033,12935,12984,-0.4,12984,344.79,37.7
21035,37655,37191,1.2,37191,385.02,96.6
21037,90908,90336,0.6,90336,151.31,597
21039,5034,5104,-1.4,5104,189.43,26.9
21041,10900,10811,0.8,10811,128.57,84.1
21043,27348,27720,-1.3,27720,409.5,67.7
21045,16082,15952,0.8,15955,444.23,35.9
21047,75427,73945,2,73955,717.5,103.1
21049,35787,35613,0.5,35613,252.46,141.1
21051,21556,21730,-0.8,21730,469.25,46.3
21053,10285,10272,0.1,10272,197.25,52.1
21055,9280,9315,-0.4,9315,359.95,25.9
21057,6819,6856,-0.5,6856,305.18,22.5
21059,97847,96659,1.2,96656,458.35,210.9
21061,12071,12161,-0.7,12161,302.88,40.2
21063,7780,7852,-0.9,7852,234.32,33.5
21065,14493,14672,-1.2,14672,253.08,58
21067,305489,295803,3.3,295803,283.65,1042.8
21069,14560,14355,1.4,14348,348.54,41.2
21071,38949,39451,-1.3,39451,393.35,100.3
21073,49804,49285,1.1,49285,207.75,237.2
21075,6525,6813,-4.2,6813,205.5,33.2
21077,8479,8589,-1.3,8589,101.23,84.8
21079,16913,16912,0,16912,230.08,73.5
21081,24485,24662,-0.7,24662,257.97,95.6
21083,37544,37121,1.1,37121,551.74,67.3
21085,25964,25746,0.8,25746,496.7,51.8
21087,11315,11258,0.5,11258,286.03,39.4
21089,36707,36914,-0.6,36910,344.4,107.2
21091,8677,8565,1.3,8565,187.65,45.6
21093,107025,105549,1.4,105543,623.28,169.3
21095,28543,29278,-2.5,29278,465.83,62.9
21097,18624,18849,-1.2,18846,306.36,61.5
21099,18366,18199,0.9,18199,412.09,44.2
21101,46513,46250,0.6,46250,436.67,105.9
21103,15318,15416,-0.6,15416,286.28,53.9
21105,4754,4902,-3,4902,242.27,20.2
21107,46718,46920,-0.4,46920,542,86.6
21109,13331,13494,-1.2,13494,345.2,39.1
21111,750828,741096,1.3,741096,380.42,1948.1
21113,49635,48586,2.2,48586,172.12,282.3
21115,23383,23358,0.1,23356,261.95,89.2
21117,161711,159721,1.2,159720,160.25,996.7
21119,16124,16346,-1.4,16346,351.52,46.5
21121,31735,31883,-0.5,31883,386.3,82.5
21123,14151,14193,-0.3,14193,261.52,54.3
21125,59462,58849,1,58849,433.95,135.6
21127,15848,15858,-0.1,15860,415.6,38.2
21129,7706,7887,-2.3,7887,208.86,37.8
21131,11170,11310,-1.2,11310,400.84,28.2
21133,23952,24519,-2.3,24519,337.91,72.6
21135,13835,13870,-0.3,13870,482.84,28.7
21137,24461,24749,-1.2,24742,334.1,74.1
21139,9423,9519,-1,9519,313.13,30.4
21141,26646,26835,-0.7,26835,552.13,48.6
21143,8351,8314,0.4,8314,213.84,38.9
21145,65549,65565,0,65565,248.74,263.6
21147,18069,18306,-1.3,18306,426.8,42.9
21149,9506,9531,-0.3,9531,252.47,37.8
21151,84786,82916,2.3,82916,437.29,189.6
21153,13041,13333,-2.2,13333,308.44,43.2
21155,20090,19820,1.4,19820,343.01,57.8
21157,31344,31448,-0.3,31448,301.25,104.4
21159,12743,12929,-1.4,12929,229.61,56.3
21161,17512,17490,0.1,17490,240.13,72.8
21163,29237,28597,2.2,28602,305.42,93.6
21165,6220,6306,-1.4,6306,203.59,31
21167,21261,21331,-0.3,21331,248.8,85.7
21169,9969,10099,-1.3,10099,289.65,34.9
21171,10821,10963,-1.3,10963,329.37,33.3
21173,26902,26499,1.5,26499,197.37,134.3
21175,13668,13923,-1.8,13923,381.13,36.5
21177,31181,31499,-1,31499,467.08,67.4
21179,44319,43437,2,43437,417.51,104
21181,7000,7128,-1.8,7135,195.17,36.6
21183,24075,23842,1,23842,587.27,40.6
21185,61412,60316,1.8,60316,187.22,322.2
21187,10765,10838,-0.7,10841,351.1,30.9
21189,4722,4755,-0.7,4755,197.41,24.1
21191,14604,14876,-1.8,14877,277.16,53.7
21193,28241,28712,-1.6,28712,339.67,84.5
21195,64178,65024,-1.3,65024,786.83,82.6
21197,12483,12613,-1,12613,178.98,70.5
21199,63593,63063,0.8,63063,658.41,95.8
21201,2188,2282,-4.1,2282,99.91,22.8
21203,17006,17056,-0.3,17056,316.55,53.9
21205,23447,23333,0.5,23333,279.8,83.4
21207,17497,17568,-0.4,17565,253.66,69.2
21209,49057,47173,4,47173,281.77,167.4
21211,43614,42074,3.7,42074,379.64,110.8
21213,17538,17327,1.2,17327,234.2,74
21215,17416,17061,2.1,17061,186.68,91.4
21217,24691,24512,0.7,24512,266.33,92
21219,12651,12460,1.5,12460,374.5,33.3
21221,14447,14339,0.8,14339,441.43,32.5
21223,8787,8809,-0.2,8809,151.65,58.1
21225,14850,15007,-1,15007,342.85,43.8
21227,117110,113781,2.9,113792,541.6,210.1
21229,11833,11717,1,11717,297.27,39.4
21231,20824,20813,0.1,20813,458.17,45.4
21233,13583,13621,-0.3,13621,331.94,41
21235,35499,35637,-0.4,35637,437.83,81.4
21237,7164,7355,-2.6,7355,222.17,33.1
21239,25077,24939,0.6,24939,188.78,132.1
22000,4601893,4533372,1.5,4533372,43203.9,104.9
22001,61912,61773,0.2,61773,655.12,94.3
22003,25539,25764,-0.9,25764,761.85,33.8
22005,112286,107194,4.8,107215,289.98,369.7
22007,23026,23421,-1.7,23421,338.66,69.2
22009,41632,42073,-1,42073,832.43,50.5
